id,date,text,user_id,user_name,retweeted,RT_text,RT_user_id,RT_user_name,location/country,location/city
1026923019921444900,Tue Aug 07 20:08:21 +0000 2018,@DanielUrresti1 @PeruanoComunica @QuintoPoderPe @ManuelVelardeD @MuniLima ¿No hay más???...,282155394,@Cluzcar,false,,,,,
1026923030038151200,Tue Aug 07 20:08:24 +0000 2018,@Daccito_22 @Jimmychinchay @rpp @SolCn @LDavelouis @larepublica_pe @DanielUrresti1 @Capital967 Ahora los corruptos son valientes por eso estamos jodidos,753804325370028000,@LizandroQuirog1,false,,,,,
1026923115610300400,Tue Aug 07 20:08:44 +0000 2018,"RT @eldossier_peru: El candidato de PP, Daniel Urresti, promete que, en un año, cerrará todos los mercados de cosas robadas que hay en Lima…",888018804747497500,@Antonio65005829,true,"El candidato de PP, Daniel Urresti, promete que, en un año, cerrará todos los mercados de cosas robadas que hay en Lima; y si no  cumple su palabra, renuncia. https://t.co/S0ntkAflYT",862138271350108200,@eldossier_peru,,
1026923153744908300,Tue Aug 07 20:08:53 +0000 2018,"Los partidos políticos tienen hasta mañana para separar a sospechosos y acusados mafiosos, delincuentes, corruptos y asesinos.  Habla @BeingoleaA qué harás?",369625532,@CesarBejarano21,false,,,,,
1026923164532715500,Tue Aug 07 20:08:56 +0000 2018,Gracias Gordito,155755391,@Silviaperezv,false,,,,,
1026923283751624700,Tue Aug 07 20:09:24 +0000 2018,RT @GregorioLpez: @JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @Munoza…,702926948708827100,@SadithLopezRios,true,@JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @MunozaLima @AccionColorao Ni sus propios Vecinos Miraflorinos votaran por el Accion Popular se ha convertido en una cloaca que para cada elección agrega por falta de lideres a cualquier seudo candidato,359553799,@GregorioLpez,,
1026923290332282900,Tue Aug 07 20:09:26 +0000 2018,RT @radiomitre: #Audio | Así empezó el Caso Ciccone que condenó a Amado Boudou a 5 años y 10 meses de prisión: la entrevista de Jorge Lanat…,773214652234862600,@edgardoramonme3,true,#Audio | Así empezó el Caso Ciccone que condenó a Amado Boudou a 5 años y 10 meses de prisión: la entrevista de Jorge Lanata a Laura Muñoz en 2012. https://t.co/xHS1Pn5yfe,182923335,@radiomitre,,
1026923314265182200,Tue Aug 07 20:09:32 +0000 2018,RT @nelsonmanrique: Se comunica la opinión pública que el lonchecito vecinal del señor Daniel Urresti ha sido cancelada porque su candidato…,1658673000,@ludeblue,true,"Se comunica la opinión pública que el lonchecito vecinal del señor Daniel Urresti ha sido cancelada porque su candidato para la alcaldía de La Molina, Mario Muchaypiña, ha sido capturado por ser integrante de la banda Los Muditos, qué encabezaba el alcalde de La Victoria. https://t.co/TxmPQQOLoX",232246715,@nelsonmanrique,,
1026923375237754900,Tue Aug 07 20:09:46 +0000 2018,"@JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @MunozaLima @AccionColorao A la mala autoridad, se la conoce cuando miente. Así atropella con sus mentiras a gente que lo consideraba su amigo, ¿Qué les espera a los vecinos de Miraflores?. Esto jamás se hace, es una bajeza por donde se lo mire. Mintiendo no se gana una elección, pero si se pierde amigos.",943888352318820400,@jordymarichi,false,,,,,
1026923511124844500,Tue Aug 07 20:10:19 +0000 2018,RT @DN_Mariano: @JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @MunozaLi…,830228152794411000,@PR_OSC4R,true,"@JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @MunozaLima @AccionColorao Jorge no confundas Juana con Chana. El hecho que por cultura te hayan saludado los jóvenes de FP,  lo confundes con interés de voto. Que poco tino e inteligencia emocional. Debes ir a consulta médica. Consejo de amigo.",381872014,@DN_Mariano,,
1026923581626826800,Tue Aug 07 20:10:35 +0000 2018,RT @radiomitre: #Audio | Así empezó el Caso Ciccone que condenó a Amado Boudou a 5 años y 10 meses de prisión: la entrevista de Jorge Lanat…,2355012378,@rodicarlantonio,true,#Audio | Así empezó el Caso Ciccone que condenó a Amado Boudou a 5 años y 10 meses de prisión: la entrevista de Jorge Lanata a Laura Muñoz en 2012. https://t.co/xHS1Pn5yfe,182923335,@radiomitre,,
1026923661108957200,Tue Aug 07 20:10:54 +0000 2018,RT @JudithNancy69: @JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @Munoz…,830228152794411000,@PR_OSC4R,true,@JorgeMunozAP @ap_bancada @AccionPopularPe @AccionPopular @AccionPopularAP @ppdenaccion @AccionPopularLo @APJOVEN @MunozaLima @AccionColorao Lo cortes no quita lo valiente y una de los principales valores inculcados en los jovenes de Fuerza Popular es ser amable con quien se cruce en nuestro camino y hacer que la población vea q en el Partido FUERZA  POPULAR siempre nuestro actuar es con amabilidad y no odio.,890311782509707300,@JudithNancy69,,
1026923845054287900,Tue Aug 07 20:11:38 +0000 2018,"RT @WaykaPeru: ¿Solidaridad Nacional o Criminal? Estos son los alcaldes detenidos, prófugos y setenciados del partido de Luis Castañeda (pa…",148735060,@Omarkbv,true,"¿Solidaridad Nacional o Criminal? Estos son los alcaldes detenidos, prófugos y setenciados del partido de Luis Castañeda (padre e hijo) https://t.co/ywSkoakY7R",2180222485,@WaykaPeru,,
1026923974251491300,Tue Aug 07 20:12:09 +0000 2018,"RT @WaykaPeru: ¿Solidaridad Nacional o Criminal? Estos son los alcaldes detenidos, prófugos y setenciados del partido de Luis Castañeda (pa…",443915627,@_jairramirez,true,"¿Solidaridad Nacional o Criminal? Estos son los alcaldes detenidos, prófugos y setenciados del partido de Luis Castañeda (padre e hijo) https://t.co/ywSkoakY7R",2180222485,@WaykaPeru,,
1026924015519232000,Tue Aug 07 20:12:19 +0000 2018,"El señor Daniel Urresti me bloqueo por cuestionar continuamente su candidatura usando el vientre de alquiler de Pepe Luna. Claro, el puede andar de troll por las redes, pero nadie puede cuestionarlo.",199512319,@carlossoria_p,false,,,,,
1026924247929765900,Tue Aug 07 20:13:14 +0000 2018,@Caretas @DanielUrresti1 hasta donde se el fisacal q lleva el caso es landa a quien mas se puede referir si no es a el ?🤔,998655576329596900,@_ElTucha,false,,,,,
1026924357367590900,Tue Aug 07 20:13:40 +0000 2018,Aplausos a Laura Muñoz por tener los ovarios para comenzar la denuncia! 👏👏👏,35793318,@GloriaBari,false,,,,,
1026924394654904300,Tue Aug 07 20:13:49 +0000 2018,"@de_patty @Renzo_Reggiardo @luchocastanedap Pues mentiras o te quieren dar la mamadera .. si se habla de ellos es para ponerlos de ejemplo de los mafiosos, trásfugas, aventureros, delincuentes.... ???? ... hace rato q la gente se dio cuenta",311840875,@Maavata,false,,,,Peru,San Borja
